qid,doc_id,seedA,seedB,packedN_A,packedN_B,common_u,same_nn,diff_nn,picked_A,picked_B,avg_abs_l2_gap,delta_total,prematched_flow,prematch_ratio,residual_mass,nz_plus,nz_minus,prematch_cost,baseline_A,residual_A,total_A,improve_A,baseline_B,residual_B,total_B,improve_B,t_parse,t_compare,t_prematch,t_costA_base,t_costA_res,t_costB_base,t_costB_res,t_total
0,49,110,111,176,165,34,5,29,20,14,0.9908828805474674,1.0,0.30232558139534876,0.30232558139534876,0.6976744186046512,34,30,1.5778606492419573,6.014825344085693,4.459162712097168,6.037023361339125,-0.022198017253431956,6.102137088775635,4.539575099945068,6.117435749187026,-0.01529866041139094,0.00012079999942216091,0.0006535029997394304,0.00010870099958992796,0.4003736310005479,0.4130768890008767,0.3958266099998582,0.40177343800041854,1.6119436720000522
0,50,110,111,169,168,34,0,34,10,24,1.526595347067889,1.0,0.2439024390243902,0.2439024390243902,0.7560975609756098,34,31,1.2237410312745631,6.726690769195557,5.300169467926025,6.523910499200588,0.20278026999496834,6.769700527191162,5.571094512939453,6.794835544214016,-0.025135017022853923,0.00011810000069090165,0.0006209030007084948,0.00010110099992743926,0.3959286110002722,0.4071217489999981,0.4175067919995854,0.3996818109999367,1.6210890669999571
0,51,110,111,115,106,34,1,33,11,23,0.9553051205242381,1.0,0.4007352941176471,0.4007352941176471,0.599264705882353,21,11,2.190745958510567,5.988343715667725,3.8924808502197266,6.083226808730293,-0.09488309306256859,6.224100112915039,3.852121353149414,6.042867311659981,0.18123280125505836,0.00011730000005627517,0.0005707029995392077,9.080000018002465e-05,0.39371918399956485,0.41987220299961336,0.4019635219992779,0.40956435599946417,1.6259077680006158
0,52,110,111,163,153,34,2,32,17,17,0.8946503470925724,1.0,0.31428571428571433,0.31428571428571433,0.6857142857142857,34,24,1.575307491847447,6.100971698760986,4.430469989776611,6.005777481624058,0.09519421713692822,6.378181457519531,4.491855621337891,6.067163113185337,0.31101834433419384,0.00012700099978246726,0.000594301999626623,0.00010530100007599685,0.3994242099997791,0.41358087499975227,0.4249615270000504,0.42064730699985375,1.6594507229992814
0,53,110,111,214,201,34,5,29,21,13,0.8926054099026848,0.9508196721311477,0.22613307618129214,0.23782961460446236,0.7246865959498553,33,45,1.2666884385976176,6.04709529876709,4.639029502868652,5.9057179414662695,0.14137735730082035,6.152326583862305,4.7325005531311035,5.999188991728721,0.15313759213358402,0.00013010000020585721,0.0006140030000096885,0.00012760099980368977,0.4106717619997653,0.39669299900015176,0.40264242600005673,0.4017462219999288,1.6126353130002826
0,54,110,111,108,93,34,2,32,32,2,0.9467659627690035,1.0,0.22941176470588237,0.22941176470588237,0.7705882352941178,27,8,1.3841908623190486,6.542642593383789,5.152155876159668,6.536346738478716,0.006295854905072673,6.5482916831970215,5.040719509124756,6.424910371443804,0.1233813117532172,0.0001167009995697299,0.0005593019996013027,7.929999992484227e-05,0.3951501929996084,0.39521149300071556,0.39682150000044203,0.40316982900003495,1.5911172179994537
0,55,110,111,214,203,34,1,33,12,22,0.8585725321489222,0.9841269841269842,0.25396825396825395,0.25806451612903225,0.73015873015873,34,46,1.4093559999314567,6.379070281982422,4.936689853668213,6.346045853599669,0.033024428382752546,6.332233428955078,4.982938766479492,6.392294766410949,-0.0600613374558705,0.0001198010004372918,0.0005667019995598821,0.00012150100064900471,0.39812270600032207,0.39333385000009,0.4212441730005594,0.407977213999402,1.6214946470008726
0,56,110,111,285,233,34,3,31,17,17,0.6663402459200691,0.9690721649484538,0.12371134020618559,0.1276595744680851,0.8453608247422683,34,82,0.6538633292483299,5.874520778656006,5.14431095123291,5.79817428048124,0.07634649817476546,5.949118137359619,5.2505621910095215,5.904425520257852,0.04469261710176742,0.0001187999996545841,0.0006241030005185166,0.00016470100035803625,0.4093637199994191,0.4197211660002722,0.39497915700030717,0.42033026899935066,1.645312116000241
0,57,110,111,96,88,34,6,28,18,16,1.0670838917002958,1.0,0.6008403361344538,0.6008403361344538,0.39915966386554635,17,3,3.5073690574710104,6.293853282928467,2.6090681552886963,6.116437212759706,0.1774160701687606,6.258355617523193,2.5164008140563965,6.023769871527406,0.23458574599578697,0.00012200099990877789,0.0005769020008301595,0.00011900099980266532,0.39796656999988045,0.4064266069999576,0.39994907999971474,0.40141198499986785,1.6065820459998577
0,58,110,111,219,190,34,3,31,25,9,0.7570880967028001,0.9843750000000001,0.203125,0.20634920634920634,0.7812500000000001,34,50,1.0631220284849405,6.166208744049072,5.022392749786377,6.0855147782713175,0.08069396577775478,6.130363464355469,5.023516654968262,6.086638683453202,0.0437247809022665,0.00011760100005631102,0.0006684030004180386,0.0001958009997906629,0.4099523240001872,0.39880157399966265,0.3966101650003111,0.42226217899951735,1.6286173469998175
0,59,110,111,123,113,34,1,33,20,14,1.0950213951223038,1.0,0.388888888888889,0.388888888888889,0.6111111111111112,27,11,2.2875201437208386,6.247802257537842,4.217139720916748,6.504659864637587,-0.2568576070997448,6.744100093841553,4.2167840003967285,6.504304144117567,0.23979594972398566,0.0001613000003999332,0.0005924030001551728,9.669999963080045e-05,0.4138981420001073,0.4026299929992092,0.39896827600023244,0.42390948699994624,1.640266301000338
0,60,110,111,145,136,34,0,34,18,16,0.769112741245943,1.0,0.37394957983193267,0.37394957983193267,0.6260504201680673,23,20,2.2400674048592064,6.510182857513428,4.205748558044434,6.44581596290364,0.06436689460978773,6.480368137359619,4.182216644287109,6.422284049146316,0.05808408821330335,0.00013860099988960428,0.000621802000750904,0.00010990099963237299,0.4039411989997461,0.3983793780007545,0.397917876000065,0.396283069000674,1.5974022259997582
0,61,110,111,156,137,34,3,31,21,13,0.8458087409243864,1.0,0.18566176470588236,0.18566176470588236,0.8143382352941178,28,27,0.9528718038516886,6.146965503692627,5.112163066864014,6.065034870715702,0.08193063297692493,6.054060459136963,5.028947353363037,5.9818191572147255,0.07224130192223743,0.00011979999999311985,0.0006005029999869294,9.690000024420442e-05,0.39164524799980427,0.40142779200050427,0.3966636710001694,0.3943387609997444,1.5849021750000247
0,62,110,111,124,118,33,5,28,17,16,0.7704648465821238,0.9705882352941178,0.4088235294117647,0.42121212121212115,0.5617647058823529,24,13,2.263199914904202,6.197883129119873,3.842421770095825,6.1056216850000276,0.09226144411984549,6.190802574157715,3.8621301651000977,6.1253300800043,0.06547249415341483,0.00011489999997138511,0.0005510029996003141,9.279999994760146e-05,0.39890478100005566,0.404897708000135,0.40314670099996874,0.3974655749998419,1.6051827679993949
0,63,110,111,477,437,34,0,34,22,12,1.0528515331885393,0.9897435897435899,0.09743589743589742,0.09844559585492225,0.8923076923076927,34,174,0.4913016679959418,5.969123363494873,5.4491963386535645,5.940498006649507,0.02862535684536649,6.089287281036377,5.533895969390869,6.025197637386811,0.06408964364956571,0.0001351000000795466,0.0006096030001572217,0.0002203009998993366,0.4122310410002683,0.39750567600003706,0.4095442300003924,0.41155313799936266,1.631809088999944
0,64,110,111,152,136,33,0,33,13,20,0.7153167869105483,0.9705882352941178,0.3003565062388592,0.3094582185491276,0.6702317290552585,23,26,1.561052401010578,5.78525972366333,4.269256591796875,5.830308992807453,-0.04504926914412266,5.9651265144348145,4.028816223144531,5.589868624155109,0.37525789027970546,0.0001240009996763547,0.000686002999827906,0.00011529999937920365,0.392974955999307,0.412215842000478,0.4237761940003111,0.3998319869997431,1.6297341829995275
0,65,110,111,165,156,34,3,31,20,14,0.8444640285828534,1.0,0.2894736842105263,0.2894736842105263,0.7105263157894738,34,27,1.5707947266729254,6.058967590332031,4.378788471221924,5.9495831978948495,0.10938439243718179,6.1890716552734375,4.450018882751465,6.0208136094243905,0.16825804584904702,0.00012810099997295765,0.0006075020000935183,0.00010750099954748293,0.40939152100054343,0.40696479600046587,0.40331567999965046,0.40263747700009844,1.6231626779999715
0,66,110,111,130,118,33,3,30,18,15,0.7125108314282966,0.9705882352941178,0.3475935828877006,0.3581267217630854,0.6229946524064173,25,15,1.8497828500156097,5.761062145233154,3.8141252994537354,5.663908149469345,0.09715399576380968,5.853059768676758,3.920558452606201,5.77034130262181,0.08271846605494737,0.00011750100020435639,0.0005706020001525758,9.550100003252737e-05,0.39525674500055175,0.40067716900011874,0.39984876500057,0.4133384249998926,1.6099142080001911
0,67,110,111,127,117,32,2,30,12,20,1.0387688055634499,0.9411764705882354,0.4224598930481284,0.4488636363636364,0.5187165775401069,22,14,2.269753261045976,5.928648948669434,3.6013684272766113,5.871121688322587,0.05752726034684663,5.90642786026001,3.6344785690307617,5.904231830076737,0.0021960301832724127,0.00012100099957024213,0.0006056029997125734,0.00010459999975864775,0.42109075999997003,0.40314628000032826,0.4240824730004533,0.4176332449997062,1.6667940620000081
0,68,110,111,169,151,34,2,32,20,14,0.8666012742940117,1.0,0.2631578947368421,0.2631578947368421,0.7368421052631581,34,28,1.33269676095561,5.944539546966553,4.582097053527832,5.914793814483442,0.029745732483110743,6.036839485168457,4.535543918609619,5.868240679565229,0.16859880560322793,0.00012150099973951001,0.0005868019998160889,0.00010030100020230748,0.4037674840001273,0.3954590470002586,0.4092610080006125,0.4065261960004136,1.6158325389997117
0,69,110,111,114,98,34,2,32,11,23,0.4144306042615105,1.0,0.5098039215686275,0.5098039215686275,0.49019607843137264,20,8,3.026069818758497,6.206598281860352,3.111677885055542,6.137747703814039,0.06885057804631245,6.136547565460205,3.055272340774536,6.081342159533033,0.055205405927171824,0.00011920100041606929,0.0005665020007654675,8.860100024321582e-05,0.4027394799995818,0.39707155500036606,0.41601873800027533,0.4111619179993795,1.6277761949995693
0,70,110,111,143,127,34,2,32,17,17,0.7520229185328764,1.0,0.32000000000000006,0.32000000000000006,0.6799999999999999,26,17,1.6236340710696051,6.066565990447998,4.4503560066223145,6.07399007769192,-0.00742408724392174,6.068422317504883,4.466599464416504,6.090233535486109,-0.021811217981226427,0.00012070000047970098,0.0005914030007261317,9.859999954642262e-05,0.4129409219995068,0.3972135509993677,0.42880229000002146,0.41351132199997664,1.6532886879995203
0,71,110,111,128,123,33,3,30,11,22,0.8115043278896448,0.9705882352941178,0.3205882352941177,0.3303030303030303,0.65,27,13,1.630958084499135,6.006984710693359,4.157295227050781,5.788253311549916,0.21873139914344364,6.081515312194824,4.190673351287842,5.821631435786976,0.25988387640784794,0.0001167009995697299,0.000587503000133438,8.950000028562499e-05,0.41194701599943073,0.41853304500000377,0.4042038819998197,0.40384278100009396,1.6393290280002475
0,72,110,111,194,182,34,0,34,20,14,1.0393477818545174,0.9821428571428572,0.24999999999999992,0.25454545454545446,0.7321428571428572,34,41,1.3331364904131207,5.978298664093018,4.650643825531006,5.983780315944126,-0.005481651851108715,5.960252285003662,4.544799327850342,5.877935818263462,0.08231646674019988,0.0001195009999719332,0.00056960199981404,0.00011700100003508851,0.39735725199989247,0.40200057299989567,0.40754399800061947,0.40970720699988306,1.6174254340003245
0,73,110,111,131,115,34,1,33,20,14,0.5999706983566284,1.0,0.4588235294117647,0.4588235294117647,0.5411764705882353,24,12,2.4019010796266445,5.890316963195801,3.491976737976074,5.893877817602719,-0.0035608544069178905,6.069827079772949,3.490520715713501,5.892421795340145,0.1774052844328038,0.00012830099967686692,0.0006160020002425881,0.00010340099925087998,0.3986603580005976,0.40814270099963323,0.402012074000595,0.43049109899948235,1.640162935999797
0,74,110,111,183,170,34,1,33,15,19,0.84284788720748,0.9777777777777779,0.24444444444444446,0.25,0.7333333333333332,34,33,1.2600725544823541,5.897568702697754,4.509435653686523,5.769508208168878,0.12806049452887613,5.987002849578857,4.672973155975342,5.933045710457696,0.05395713912116129,0.00012670100022660336,0.0005879030004507513,0.00016289999985019676,0.4185703469993314,0.4166804390006291,0.4258568799996283,0.41482663599981606,1.6768211059998066
0,75,110,111,290,257,34,0,34,19,15,0.9407060812501347,1.0,0.12631578947368424,0.12631578947368424,0.8736842105263157,34,83,0.6050838633587485,5.98919153213501,5.392115592956543,5.9971994563152915,-0.008007924180281734,6.120622634887695,5.472200870513916,6.0772847338726645,0.043337901015030766,0.00012479899942263728,0.0006068949996915762,0.00017049899997800821,0.42096036600014486,0.40705338699990534,0.4105024719992798,0.4009682709993285,1.6403967890000786
0,76,110,111,175,161,34,7,27,23,11,0.6461152048671946,1.0,0.19047619047619047,0.19047619047619047,0.8095238095238096,34,34,1.0501497529801866,6.325814723968506,5.288880348205566,6.339030101185753,-0.013215377217247415,6.279726505279541,5.212189197540283,6.26233895052047,0.017387554759070944,0.0001282009998249123,0.0006222019992492278,0.00010840100003406405,0.39650825099943177,0.41897885100024723,0.4115163180003947,0.40538119099983305,1.6332529149995025
0,77,110,111,456,401,34,2,32,18,16,1.1416025898035835,0.9889502762430941,0.09392265193370165,0.09497206703910613,0.8950276243093925,34,162,0.4787752898358508,5.993352890014648,5.460263252258301,5.939038542094152,0.05431434792049661,5.989512920379639,5.490982532501221,5.969757822337072,0.01975509804256692,0.00016869999944901792,0.0006091029999879538,0.00021950100017420482,0.394606844000009,0.4066650969998591,0.4336088159998326,0.42487307700048405,1.6607615379998606
0,78,110,111,202,179,34,0,34,25,9,1.1876494884490967,1.0,0.22641509433962262,0.22641509433962262,0.7735849056603775,34,41,1.300509749718432,6.417591094970703,4.996367454528809,6.296877204247241,0.12071389072346239,6.511111259460449,5.002735614776611,6.3032453644950435,0.20786589496540575,0.0001247000000148546,0.0006447030000344967,0.00013900100020691752,0.3971469550006077,0.42196356499971444,0.40657839699997567,0.41805954899973585,1.6446672699994451
0,79,110,111,184,166,34,5,29,19,15,0.7450068067101872,0.979591836734694,0.24489795918367344,0.24999999999999994,0.7346938775510204,34,36,1.30598716346585,5.699425220489502,4.269723892211914,5.575711055677764,0.12371416481173814,5.660187244415283,4.4126296043396,5.718616767805449,-0.05842952339016616,0.00012860000060754828,0.000661303000015323,0.00012070100001437822,0.4147287329997198,0.3951809479995063,0.404413188000035,0.4183249629995771,1.633568135999667
0,80,110,111,247,216,34,6,28,20,14,0.6503049766316134,1.0,0.15584415584415587,0.15584415584415587,0.8441558441558442,34,65,0.8315200372175738,5.879271984100342,5.0749359130859375,5.906455950303512,-0.027183966203169874,6.007541656494141,5.141162872314453,5.972682909532027,0.03485874696211333,0.00012870099999418017,0.0006449020002037287,0.00014190100046107545,0.4167813229996682,0.40123725900048157,0.3977754450006614,0.40396967099968606,1.6206890020002902
0,81,110,111,158,146,34,7,27,16,18,0.877050890642054,1.0,0.24999999999999997,0.24999999999999997,0.7500000000000001,26,24,1.5263019642409155,6.521973133087158,4.985069274902344,6.511371239143259,0.010601893943898766,6.176485061645508,4.826915264129639,6.353217228370554,-0.17673216672504655,0.0001291999997192761,0.0006169030002638465,0.00011079999967478216,0.40870519099917146,0.40637908000007883,0.40453027400053543,0.41865883200080134,1.639139979999527
0,82,110,111,162,135,34,5,29,18,16,0.718152733410106,1.0,0.30124777183600726,0.30124777183600726,0.698752228163993,24,25,1.6182078798824449,5.807006359100342,4.263492584228516,5.881700464110961,-0.0746941050106189,5.895175457000732,4.222886562347412,5.841094442229857,0.054081014770875235,0.0001202000003104331,0.0005734030000894563,0.00010430000020278385,0.41507341800024733,0.4110270999999557,0.40760758700071165,0.42645096500018553,1.66096637299961
0,83,110,111,105,96,34,8,26,20,14,0.5464218153673059,1.0,0.4176470588235295,0.4176470588235295,0.5823529411764706,21,7,2.3167136206346397,5.956506729125977,3.6137499809265137,5.930463601561153,0.026043127564823187,6.099952697753906,3.606435775756836,5.923149396391476,0.1768033013624306,0.0001322999996773433,0.0006065030001991545,9.32000002649147e-05,0.407920188999924,0.40693108400046185,0.4033621699991272,0.40528897700005473,1.6243448230006834
0,84,110,111,134,122,34,5,29,14,20,0.6992156751015607,1.0,0.32941176470588235,0.32941176470588235,0.6705882352941177,27,14,1.8698351789923278,6.160820007324219,4.144599437713623,6.014434616705951,0.14638539061826794,5.997193813323975,4.129590034484863,5.999425213477191,-0.002231400153216434,0.00012109999988751952,0.0005830019999848446,8.920100026443833e-05,0.40805797099983465,0.40830828199977987,0.4049845669997012,0.39658382900051947,1.6187381520003328
0,85,110,111,267,251,34,0,34,20,14,1.2526631811085869,1.0,0.1647058823529412,0.1647058823529412,0.8352941176470592,34,71,0.8243295964072732,6.138167381286621,5.214489936828613,6.038819533235887,0.09934784805073438,6.0810089111328125,5.158584117889404,5.982913714296678,0.09809519683613477,0.00012140099988755537,0.0005703019996872172,0.00014040099995327182,0.40927358499993716,0.4167790179999429,0.4250012539996533,0.4078347790000407,1.6597302399995897
0,86,110,111,277,251,34,1,33,16,18,0.7745274024851182,0.9462365591397851,0.15053763440860216,0.15909090909090906,0.795698924731183,34,74,0.7543143098072341,5.738635063171387,4.976241111755371,5.730555421562605,0.008079641608781607,5.839982032775879,5.0732951164245605,5.827609426231795,0.012372606544084341,0.00013269999999465654,0.0006153029999040882,0.00017310099974565674,0.4224444430001313,0.4071552759996848,0.42411735099994985,0.4246724530003121,1.6793200269994486
0,87,110,111,243,233,34,3,31,23,11,0.4609895664102891,1.0,0.1625,0.1625,0.8375000000000005,34,67,0.7649582117795944,5.906726360321045,5.102890491485596,5.8678487032651905,0.03887765705585444,6.066064834594727,5.0117974281311035,5.776755639910698,0.28930919468402827,0.00014270099927671254,0.0006474019992310787,0.00014930099951016018,0.40762507900035416,0.39644793000024947,0.40407586399942375,0.40441306499997154,1.6135118419997525
0,88,110,111,199,181,34,10,24,20,14,0.6750627405503217,0.9642857142857144,0.15441176470588233,0.16013071895424832,0.8098739495798319,33,46,0.8177364911852765,5.871608257293701,4.9899582862854,5.807694777470677,0.06391347982302431,5.912520408630371,5.022284507751465,5.840020998936741,0.07249940969362978,0.00011990100028924644,0.0005661019995386596,0.00011370100037311204,0.3965090310002779,0.4102331909998611,0.42251464400033,0.4227797469993675,1.6528456169999117
0,89,110,111,134,127,34,3,31,16,18,0.8761003964087543,1.0,0.31818181818181823,0.31818181818181823,0.681818181818182,27,15,1.6746862294839666,5.913116931915283,4.465880870819092,6.140567100303058,-0.227450168387775,6.300669193267822,4.444385051727295,6.119071281211261,0.18159791205656095,0.00014210000063030748,0.00067050300003757,9.95010004771757e-05,0.40618127299967455,0.41787522499998886,0.4048983680004312,0.41886672800046654,1.6487435979997827
0,90,110,111,166,142,34,0,34,17,17,0.8610783114152796,0.972972972972973,0.35135135135135137,0.3611111111111111,0.6216216216216217,34,23,1.9392116907480603,5.938830852508545,3.952023506164551,5.891235196912611,0.04759565559593426,5.946465969085693,3.958301544189453,5.897513234937513,0.048952734148180355,0.00013159999980416615,0.0006067029999030638,0.00011170000016136328,0.410431792000054,0.4011187500000233,0.42546875799962436,0.4085064830005649,1.6463857859998825
0,91,110,111,273,241,34,0,34,23,11,1.1222570082720589,0.9770114942528737,0.17241379310344823,0.17647058823529405,0.8045977011494255,34,70,0.9127365309616615,5.906104564666748,4.995519161224365,5.908255692186026,-0.002151127519278262,6.010468482971191,4.9552483558654785,5.86798488682714,0.14248359614405182,0.00014280100003816187,0.0006524020000142627,0.00015230100052576745,0.40897048599981645,0.40154415300003166,0.40277885800060176,0.4243319520001023,1.638583254999503
0,92,110,111,263,224,34,1,33,17,17,0.8929043657639447,0.9880952380952382,0.16666666666666669,0.1686746987951807,0.8214285714285717,34,69,0.8641674177987235,6.160266399383545,5.323406219482422,6.187573637281146,-0.0273072378976007,6.2149834632873535,5.324352741241455,6.188520159040179,0.02646330424717469,0.0001467000001866836,0.0006129029998191982,0.00015210099991236348,0.410685193000063,0.4032625609997922,0.40254405900032,0.3983935400001428,1.6158059569997931
0,93,110,111,168,150,34,2,32,14,20,0.9733458476908067,1.0,0.3076923076923077,0.3076923076923077,0.6923076923076923,34,27,1.6449523400037716,5.996150493621826,4.3442702293396,5.989222569343371,0.006927924278454789,6.01642370223999,4.29888916015625,5.943841500160022,0.07258220207996846,0.00016780100031610345,0.0005770019997726195,0.00010500099961063825,0.41643521900005,0.42065253799955826,0.4270694659999208,0.40128605300014897,1.6663034800003516
0,94,110,111,96,87,34,17,17,22,12,0.27754886010113883,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666669,24,4,2.1861247502121266,6.587903022766113,4.468000888824463,6.6541256390365895,-0.06622261627047621,6.655581474304199,4.474191188812256,6.6603159390243825,-0.00473446472018324,0.00012160100050095934,0.0006034019997969153,7.940100022096885e-05,0.40480716900037805,0.4128099910003584,0.4278962920006961,0.4165733450008702,1.6629007010005807
0,95,110,111,135,125,34,6,28,23,11,0.7624579808291267,1.0,0.4754901960784315,0.4754901960784315,0.5245098039215688,22,14,2.507292670362136,5.904052734375,3.3535120487213135,5.86080471908345,0.04324801529155042,6.080527305603027,3.2901268005371094,5.7974194708992455,0.28310783470378187,0.00012920100016344804,0.000590401999943424,0.00010870099958992796,0.4213218650002091,0.41080342100030975,0.4140404350000608,0.4070371060006437,1.6540406309995888
0,96,110,111,130,119,32,2,30,14,18,1.0353658720850945,0.9411764705882354,0.39304812834224606,0.4176136363636364,0.5481283422459894,23,14,2.1938888612278005,6.032816410064697,3.755746841430664,5.9496357026584645,0.08318070740623273,6.050344944000244,3.6591756343841553,5.853064495611956,0.1972804483882884,0.00012210099976073252,0.0005742020002799109,0.00014130100043985294,0.4094107159999112,0.4161125439995885,0.41466493799998716,0.4113034250003693,1.652339227000084
0,97,110,111,107,95,34,2,32,16,18,0.5074441923814661,1.0,0.48823529411764716,0.48823529411764716,0.511764705882353,19,6,2.9439084333532,6.502902507781982,3.434638738632202,6.378547171985402,0.12435533579658031,6.538930892944336,3.3334405422210693,6.277348975574269,0.26158191737006664,0.00014929999997548293,0.0006530030004796572,9.719999980006833e-05,0.3992001740007254,0.40361989199936943,0.4275213929995516,0.4207721650000167,1.652023427000131
0,98,110,111,232,215,34,2,32,13,21,0.8754564944435569,1.0,0.14285714285714288,0.14285714285714288,0.8571428571428572,34,60,0.7556813648768834,6.238673686981201,5.450342655181885,6.206024020058768,0.032649666922432985,6.315443992614746,5.526015281677246,6.2816966465541295,0.03374734606061658,0.00012599999990925426,0.0006645029998253449,0.00013040100020589307,0.4025173879999784,0.42241937200014945,0.42784209399997053,0.4014311840001028,1.6551405419995717
0,99,110,111,403,358,34,1,33,16,18,0.9754689441007727,1.0,0.08860759493670889,0.08860759493670889,0.9113924050632911,34,144,0.4471364866329145,6.011828899383545,5.5383782386779785,5.985514725310893,0.026314174072651575,6.071438312530518,5.574297904968262,6.0214343916011766,0.05000392092934103,0.0001198010004372918,0.0005632020001939964,0.00022770100076741073,0.4099794199992175,0.4203454229991621,0.4010120500006451,0.40559996999945724,1.6378580669997973
